,index,activity,location,sex,year,injury,case_number,time,age,type,area,country,fatal_y_n,species,index_original
824,883,Shipwrecked; adrift on raft for 2 days & 2 nights,,M,1951,"FATAL, two men survived, one succumbed to shark bite & exhaustion",1951.11.28.b,Unknown,,Unprovoked,,PHILIPPINES,Y,unknown,883
825,884,Swimming,"Native Beach, Durban",M,1951,"FATAL, right thigh bitten, leg severed at knee",1951.02.03,Unknown,19.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,Y,unknown,884
826,885,Swimming,Ariakeno Bay,M,1950,FATAL,1950.08.00,Unknown,19.0,Unprovoked,Sago Prefecture,JAPAN,Y,unknown,885
827,886,Swimming,Near Port Arthur,M,1950,Laceration to leg,1950.07.19,Unknown,11,Unprovoked,Texas,USA,N,hammerhead,886
828,887,"Sea Disaster, sinking of the motorship Wingate",Between  Cuba  & Costa Rica,M,1949,Fatal or drowning or scavenging,1950.00.00.b,Unknown,,Sea Disaster,Caribbean Sea,,Y,unknown,887
829,888,Swimming,Cosenza,M,1949,Right hand severed,1949.08.17,Unknown,21,Unprovoked,Calabria,ITALY,N,unknown,888
830,889,Fishing,"Nerang River, Southpot",M,1949,Toe bitten by netted shark PROVOKED INCIDENT,1949.05.16,Unknown,,Provoked,Queensland,AUSTRALIA,N,unknown,889
831,890,Fishing,Rib Reef off Townsville,M,1948,Hand injured,1948.12.14.b,Unknown,,Unprovoked,Queensland,AUSTRALIA,N,unknown,890
832,891,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,500 nautical miles southwest of Johnston Island,M,1948,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",1948.12.14.a,Unknown,,Sea Disaster,Between Kwajalein Atoll & Johnston Island,NORTH PACIFIC OCEAN,Y,unknown,891
833,892,Swimming,Keratsini,M,1948,FATAL,1948.12.05,Unknown,17,Unprovoked,Attica,GREECE,Y,unknown,892
834,893,Swimming,"Stockton Beach, Newcastle",M,1948,"FATAL, right thigh & leg bitten",1948.03.00,Unknown,16.0,Unprovoked,New South Wales,AUSTRALIA,Y,unknown,893
835,894,Swimming,Margate,M,1944,"FATAL, body not recovered",1944.09.03,Unknown,19.0,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,Y,unknown,894
836,895,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,22º08'S  : 178º06'W,M,1943,"Of the 1,429 people on board, only 448 survived. Sharks were attacking survivors as they were being rescued",1943.12.04,Unknown,,Sea Disaster,Near the Fiji Islands,PACIFIC OCEAN,Y,unknown,895
837,896,Seine netting,Bogue (near Falmouth),M,1941,"Left knee, calf & heel bitten by shark trapped in the net PROVOKED INCIDENT",1941.03.09,Morning,,Provoked,Trelawney Province,JAMAICA,N,unknown,896
838,897,Fishing,Double Island Beach,M,1940,Minor injury to leg,1940.12.28,Unknown,,Unprovoked,Queensland,AUSTRALIA,N,unknown,897
839,899,,Winkelspruit,F,1940,FATAL,1940.00.00.d,Unknown,,Invalid,KwaZulu-Natal,SOUTH AFRICA,Y,unknown,899
840,900,Japanese freighter Bokuyo Maru burned & sank,,,1939,Thought to have been taken by a shark,1939.09.27.R,Unknown,3,Sea Disaster,,PACIFIC OCEAN,Y,unknown,900
841,901,Wading,Singatoka River,M,1938,unknown,1938.05.15,Unknown,,Unprovoked,Viti Levu,FIJI,N,unknown,901
842,903,Fishing,Botany Bay,,1937,"No injury to occupants, launch holed",1937.02.13,Unknown,,Watercraft,New South Wales,AUSTRALIA,N,unknown,903
843,904,"Diving for trochus , but swimming on surface",Nepean Island,M,1936,FATAL,1936.07.07,Unknown,16.0,Unprovoked,Torres Strait,AUSTRALIA,Y,tiger,904
844,905,Swimming,"Boca Ciega Bay, Pinellas County",M,1936,FATAL,1936.07.00,Unknown,,Unprovoked,Florida,USA,Y,unknown,905
845,906,"Fell overboard, hanging onto lifebuoy","At Flat Top, near Mackay",M,1935,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",1935.09.21,Unknown,38,Unprovoked,Queensland,AUSTRALIA,Y,unknown,906
846,907,Swimming,"Susak (Rijeka, Istria)",F,1934,FATAL,1934.08.26.R,Unknown,18.0,Unprovoked,Adriatic Sea,CROATIA,Y,unknown,907
847,908,Swimming to shore from capsized sailboat,"Off Jaimanitas Yacht Club, Havana",M,1933,FATAL,1933.05.23,Unknown,,Sea Disaster,Havana Province,CUBA,Y,unknown,908
848,909,Gaffing & attempting to bring onboard a harpooned shark,"Pearl Harbor, O'ahu",M,1931,Tip of finger amputated PROVOKED INCIDENT,1931.07.15,Unknown,,Provoked,Hawaii,USA,N,tiger,909
849,910,Pearl diving,,M,1930,Arm & chest injured,1930.04.08,Unknown,19.0,Unprovoked,Torres Strait,AUSTRALIA,N,unknown,910
850,911,,,M,1929,FATAL,1929.12.16,Unknown,20,Unprovoked,,,Y,unknown,911
851,912,Pearl diving,Near Badu Island,M,1929,Heel injured,1929.11.29,Unknown,,Unprovoked,Torres Strait,AUSTRALIA,N,unknown,912
852,914,Jumped out of canoe,Near Port Moresby,M,1926,FATAL,1926.10.23.b,Unknown,,Unprovoked,,PAPUA NEW GUINEA,Y,unknown,914
853,915,Bathing in 5' of water,Bronte,F,1924,"Legs severely bitten, surgically amputated",1924.03.28.R,Evening,30.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,915
854,916,,,M,1921,Lacerations to arm,1921.10.04,Unknown,,Unprovoked,Torres Strait,AUSTRALIA,N,unknown,916
855,917,Wading,Bunbury,M,1920,Lacerations to leg & hand,1921.07.21,Unknown,,Unprovoked,Western Australia,AUSTRALIA,N,unknown,917
856,918,,"Stanley Bay, Auckland Harbor",F,1920,Recovered,1920.01.15,Unknown,,Unprovoked,North Island,NEW ZEALAND,N,unknown,918
857,919,Bathing,Curl Curl,M,1916,Minor lacerations to heel,1916.04.25.R,Unknown,,Unprovoked,New South Wales,AUSTRALIA,N,unknown,919
858,920,Copra vessel with 19 on board was wrecked in a squall,Opposite Apelima &  Manona,F,1914,Thigh bitten,1915.00.00,Unknown,,Sea Disaster,Apolima Strait,SAMOA,N,unknown,920
859,921,Swimming,Victoria Bay,M,1911,FATAL,1911.05.09,Unknown,,Unprovoked,Western Cape Province,SOUTH AFRICA,Y,unknown,921
860,922,Fishing,,,1911,"No injury to occupants, shark bit boat",1911.05.01.R,Unknown,,Watercraft,Chatham Islands,NEW ZEALAND,N,unknown,922
861,923,Seine netting,"Lewes, Sussex County",M,1909,Abrasion to leg from netted shark PROVOKED INCIDENT,1909.12.05,Unknown,,Provoked,Delaware,USA,N,unknown,923
862,924,Jumped overboard,Near the equator,M,1909,FATAL,1909.04.09.R,Unknown,36,Invalid,,,Y,unknown,924
863,925,Fell from the jetty,Thursday Island,M,1908,FATAL,1908.12.31,Unknown,,Unprovoked,Torres Strait,AUSTRALIA,Y,unknown,925
864,927,Fishing,"Sharp Peak, Sai Kung Peninsula, New Territories",M,1907,2 of the 5 fishermen were so seriously injured they died of their wounds,1907.10.18.R,Unknown,,Unprovoked,Hong Kong,CHINA,Y,unknown,927
865,928,Swimming,Krk Island,M,1907,FATAL,1907.09.11,Unknown,,Unprovoked,Primorje-Gorski Kotar County,CROATIA,Y,unknown,928
866,929,Fishing,"Avalon, Los Angeles County",M,1906,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,1906.09.27.R.a,Unknown,,Provoked,California,USA,N,unknown,929
867,930,Swimming,Georges River,M,1903,FATAL,1903.09.16.R,Unknown,,Unprovoked,New South Wales,AUSTRALIA,Y,unknown,930
868,931,Sponge diving,,M,1903,FATAL,1903.03.12,Unknown,,Unprovoked,,CRETE,Y,unknown,931
869,932,Swimming,"Middle Harbour, Sydney",M,1902,FATAL,1903.00.00.a,Unknown,17,Unprovoked,New South Wales,AUSTRALIA,Y,unknown,932
870,933,Trailing hand in the water,Kingston Harbor,F,1898,"Hand lacerated, 2 fingers severed",1898.00.00.f,Unknown,,Unprovoked,Kingston Parish,JAMAICA,N,unknown,933
871,934,Bathing,Anastasia Island,M,1894,Painfully injured but no details,1894.08.01,Unknown,,Unprovoked,Florida,USA,U,unknown,934
872,935,Sailing,,,1888,No injury to occupants. Shark beat away with oar,1888.10.23.R,Unknown,,Watercraft,New York,USA,N,unknown,935
873,936,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat","Between Lake Worth & Biscayne Bay, near Hillsboro",M,1887,FATAL,1887.12.22.R,Unknown,,Unprovoked,Florida,USA,Y,unknown,936
874,937,,Brisbane,,1885,"No injury to occupant, shark bit off section of the boat's rudder",1886.01.01,Unknown,,Watercraft,Queensland,AUSTRALIA,N,unknown,937
875,938,Bathing,"Pensacola Bay, Escambia County",M,1881,FATAL,1882.00.00.a,Unknown,18,Invalid,Florida,USA,Y,unknown,938
876,939,Floating with life buoy after pilot launch capsized,River mouth,M,1879,FATAL,1879.03.19,Unknown,,Unprovoked,Mississippi,USA,Y,tiger,939
877,940,Bathing,Mobile Bay,M,1866,FATAL,1867.01.26.R,Unknown,,Unprovoked,Alabama,USA,Y,unknown,940
878,941,Bathing,Badalona,M,1864,FATAL,1864.08.12,Evening,,Unprovoked,Eastern Catalona,SPAIN,Y,unknown,941
879,942,Swimming,Macao Harbor,M,1864,No injury,1864.07.25,Unknown,,Unprovoked,,CHINA,U,unknown,942
880,943,,Durban Harbor,M,1862,Very severe wounds,1862.07.14,Unknown,,Unprovoked,KwaZulu-Natal,SOUTH AFRICA,N,unknown,943
881,944,Bathing,Tehuantepec Harbor,M,1851,FATAL,1852.01.22,Unknown,,Unprovoked,Oaxaca,MEXICO,Y,unknown,944
882,945,Collecting fish,,M,,Posterior thigh bitten,ND-0133,Unknown,,Unprovoked,,LEBANON,N,unknown,945
883,946,Spearfishing,,M,,"FATAL (x3), one survived with minor injuries",ND-0113,Unknown,,Unprovoked,Los Roques  Islands,VENEZUELA,Y,hammerhead,946
884,947,Spearfishing,Great Guana Cay,M,,Swim fin bitten,ND.0104,Unknown,,Unprovoked,Andros Islands,BAHAMAS,N,unknown,947
885,948,"Free diving, collecting sand dollars","LaJolla, San Diego County",M,,Calf bitten,ND.0085,Unknown,,Unprovoked,California,USA,N,shovelnose,948
886,949,Canoeing,"Mosquito Inlet (Ponce Inlet), Volusia County",M,,FATAL,ND.0082,Unknown,,Unprovoked,Florida,USA,Y,unknown,949
887,950,,,M,,FATAL,ND.0081,Unknown,,Unprovoked,,MEDITERRANEAN SEA,Y,unknown,950
888,951,Diving for trochus,,M,,Calf removed,ND.0078,Unknown,,Unprovoked,Torres Strait,AUSTRALIA,N,unknown,951
889,952,Fishing in ankle-deep water,"Ahvaz, on the Karun River",M,,"FATAL, foot lacerated & crushed",ND.0043,Unknown,,Unprovoked,Khuzestan Province,IRAN,Y,unknown,952
890,953,Swimming,,M,,Foot severed,ND.0013,Unknown,,Unprovoked,,ASIA?,N,unknown,953
891,954,Swimming,"Below the English fort, Trincomalee",M,,"FATAL. Shark bit him in half, carrying away the lower extremities",ND.0003,Unknown,15,Unprovoked,Eastern Province,CEYLON (SRI LANKA),Y,unknown,954
892,955,Snorkeling,Kauai,M,2022,"No injury, swim fin bitten",2022.10.28,Unknown,51,Unprovoked,Hawaii,USA,N,tiger,955
893,956,Swimming,"Central Beach, Plettenberg Bay",F,2022,FATAL,2022.10.06,Morning,39.0,Unprovoked,Western Cape Province,SOUTH AFRICA,Y,unknown,956
894,957,Paddleboarding,,M,2022,"No injury, knocked off board by shark chasing a turtle",2022.05.01,Unknown,32.0,Unprovoked,,AUSTRALIA,N,unknown,957
895,958,Swimming,Sidi Abdel Rahmen,M,2021,Laceration to arm caused by metal object,2021.10.04.b,Unknown,,,,EGYPT,U,unknown,958
896,959,Swimming,"Ocean Isle, Brunswick County",F,2021,Calf bitten,2021.06.30,Morning,7.0,Unprovoked,North Carolina,USA,N,unknown,959
897,961,Snorkeling,"Sombero Key Light, Monroe County",M,2020,Severe bite to shoulder,2020.09.29,Morning,30.0,Unprovoked,Florida,USA,N,bull,961
898,962,Scuba diving,Cull Island / Esperance,M,2020,FATAL,2020.01.12,Unknown,57.0,Unprovoked,Western Australia,AUSTRALIA,Y,unknown,962
899,963,Kayak fishing,"Cambria, San Luis Obispo County",M,2018,"No injury, kayak bitten",2019.10.29,Morning,,Unprovoked,California,USA,N,unknown,963
900,964,Surfing,"New Smyrna Beach, Volusia County",M,2019,Minor injury to foot,2019.07.06,Unknown,18.0,Unprovoked,Florida,USA,N,unknown,964
901,965,Swimming,"Wilmington River, Chatham County",M,2019,Arc of lacerations to bicep,2019.06.16.b,Morning,64.0,Unprovoked,Georgia,USA,N,bull,965
902,966,Surfing,"7 Mile Beach, Gerroa",M,2018,Injuries to calf and hand,2018.11.24,Unknown,24.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,966
903,967,Wading,"Fernandina Beach, Nassau County",M,2018,Foot bitten,2018.07.14.b,Unknown,17.0,Unprovoked,Florida,USA,N,unknown,967
904,968,Swimming,"Marathon, Monroe County",M,2017,Lacerations to abdomen,2017.09.03.b,Unknown,,Unprovoked,Florida,USA,N,nurse,968
905,969,Wading,Bathtub Beach,F,2017,Leg injured,2017.09.02.a,Unknown,3.0,Unprovoked,Florida,USA,N,unknown,969
906,970,Swimming,"Sea Pines Resort, Hilton Head Island, Beaufort County",M,2017,Minor cuts to sole & toes of left foot,2017.08.23,Unknown,13.0,Unprovoked,South Carolina,USA,N,blacktip,970
907,971,Snorkeling,Marsa Ghalib,F,2017,Bite to right leg/hip,2017.08.18,Unknown,20.0,Unprovoked,Red Sea Protectorate,EGYPT,N,unknown,971
908,972,Grabbing shark for a selfie,Fernando de Noronha Marine Park,F,2017,"Minor injury to finger, PROVOKED INCIDENT",2017.02.17,Unknown,,Provoked,Pernambuco,BRAZIL,N,lemon,972
909,973,Surfing,Booti Booti National Park,M,2016,Injuries to foot & arm,2016.12.11.a,Morning,65.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,973
910,974,Surfng,"New Smyrna Beach, Volusia County",M,2016,Minor injuries,2016.10.10,Evening,32.0,Unprovoked,Florida,USA,N,unknown,974
911,975,SUP Foil boarding,Maui,M,2016,"No inury, shark & board collided",2016.08.25,Unknown,21.0,Unprovoked,Hawaii,USA,N,tiger,975
912,976,Scuba diving,Fernano de Noronha,M,2015,Right hand & part of forearm removed,2015.12.22,Unknown,32.0,Unprovoked,Pernambuco,BRAZIL,N,tiger,976
913,977,Surfing,North Shelly Beach,M,2015,Minor laceration to hand,2015.09.18,Morning,42.0,Unprovoked,New South Wales,AUSTRALIA,N,unknown,977
914,978,,"Myrtle Beach, Horry County",M,2015,Right foot bitten,2015.09.05,Unknown,,Unprovoked,South Carolina,USA,N,unknown,978
915,979,Floating,"Edisto Beach, Colleton County",F,2015,"2' cut to dorsum of foot, 2 puncture wounds to sole",2015.07.27,Morning,35.0,Invalid,South Carolina,USA,U,unknown,979
916,980,Surf skiing,"Belongil Beach, Byron Bay",M,2015,"No injury, knocked off ski",2015.04.26,Morning,71,Unprovoked,New South Wales,AUSTRALIA,N,unknown,980
917,981,Transatlantic Rowing,,,2015,"No injury, shark bit rudder",2015.03.10,Unknown,,Watercraft,,ATLANTIC OCEAN,N,unknown,981
918,982,Fishing,Assateague National Seashore,M,2014,Lacerations to foot by hooked shark PROVOKED INCIDENT,2014.08.29.b,Unknown,33,Provoked,Maryland,USA,N,unknown,982
919,983,Surfing,"Oceano Dunes State Beach, San Luis Obispo County",M,2014,"No injury, surboard bitten",2014.07.09,Morning,,Unprovoked,California,USA,N,unknown,983
920,984,Wading,"Destin, Okaloosa County",M,2013,Lacerations to  right forearm,2013.10.08,Unknown,12,Unprovoked,Florida,USA,N,bull,984
921,985,Wrangling a shark,Smiths,M,2013,Lacerations to left forearm,2013.08.26,Unknown,,Unprovoked,New South Wales,AUSTRALIA,N,unknown,985
922,986,Swimming,"Boa Viagem Beach, Recife",F,2013,FATAL,2013.07.28.b,Unknown,18,Unprovoked,Pernambuco,BRAZIL,Y,unknown,986
923,987,Playing in the surf,"Near Boynton Beach, Palm Beach County",M,2013,Lacerations to right foot,2013.04.24,Morning,9,Unprovoked,Florida,USA,N,unknown,987
924,988,Snorkeling,,F,2013,Toe injured,2013.03.31,Unknown,,Unprovoked,,BELIZE,N,nurse,988
925,989,Fishing - 'tag & release',De Mond,M,2013,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,2013.03.21.R,Morning,30,Provoked,Western Cape Province,SOUTH AFRICA,N,raggedtooth,989
926,990,Swimming to shore with floatioon devices after boat engine conked out,Off Likas Island,M,2013,Minor leg injuries,2013.03.12,Unknown,28 & 26,Unprovoked,Palawan,PHILIPPINES,N,unknown,990
927,991,Surfing,Kiholo Bay,M,2013,Left forearm bitten,2013.01.25,Unknown,43,Unprovoked,Hawaii,USA,N,tiger,991
928,992,Spearfishing,Great Mercury Island,M,2013,Minor cut on finger,2013.01.21.R,Unknown,,Unprovoked,Mercury Islands,NEW ZEALAND,N,bronze whaler,992
929,993,Spearfishing,Green Island,M,2012,Minor puncture wounds to knee,2012.12.19,Unknown,31,Unprovoked,New South Wales,AUSTRALIA,N,tiger,993
930,994,Surfing,Redhead Beach,M,2012,Lacerations to thigh,2012.01.22.R,Unknown,44,Unprovoked,New South Wales,AUSTRALIA,N,unknown,994
931,995,Swimming,"Second Beach, Port St. Johns",M,2012,FATAL,2012.01.18.b,Unknown,25,Unprovoked,Eastern Cape Province,SOUTH AFRICA,Y,bull,995
932,996,Surfing,"Teahupoo, Tahiti",M,2011,"No injury, board bitten",2011.08.17.b.,Unknown,32,Unprovoked,Society Islands,FRENCH POLYNESIA,N,reef,996
933,997,Playing in the surf,"North Topsail Beach, Onslow County",F,2011,Ankle bitten,2011.06.29,Unknown,10,Unprovoked,North Carolina,USA,N,bull,997
934,998,Wading,"New Smyrna Beach, Volusia County",M,2011,Puncture wound to calf,2011.06.06.R,Morning,19,Unprovoked,Florida,USA,N,unknown,998
935,999,Surfing,Robberg Beach,M,2011,"No injury, board bumped by shark",2011.06.01,Unknown,33,Unprovoked,Western Cape Province,SOUTH AFRICA,N,unknown,999
